 Mtime,       Mdur,    Mperc, M,    Mrx1, Mry1, Mrz1,    Max1,    May1,    Maz1,       Mcx1,    Mcy1,    Mcz1,   
 0004.586548, 000395,  0.020, _,    0069, 0190, -035,    0071.98, 0186.58, -036.08,    -0.2696, -0.3999, 00.7723,    
 0004.606552, 000402,  0.020, _,    0067, 0190, -033,    0070.77, 0187.52, -035.45,    -0.2627, -0.4051, 00.7758,    
 0004.626556, 000395,  0.020, _,    0072, 0190, -030,    0070.83, 0188.14, -034.28,    -0.2631, -0.4086, 00.7825,    
 0004.646561, 000394,  0.020, _,    0072, 0185, -038,    0071.11, 0187.72, -034.91,    -0.2647, -0.4062, 00.7789,    
 0004.666550, 000395,  0.020, _,    0066, 0186, -036,    0069.91, 0187.28, -035.33,    -0.2579, -0.4038, 00.7765,    
 0004.686554, 000400,  0.020, _,    0070, 0188, -034,    0069.72, 0187.59, -034.89,    -0.2568, -0.4056, 00.7790,    
 0004.706558, 000405,  0.020, _,    0072, 0192, -035,    0070.20, 0188.53, -034.97,    -0.2596, -0.4108, 00.7786,    
 0004.726562, 000395,  0.020, _,    0070, 0193, -034,    0070.14, 0189.64, -034.73,    -0.2592, -0.4170, 00.7799,    
 0004.746552, 000398,  0.020, _,    0074, 0190, -040,    0070.92, 0189.77, -035.84,    -0.2636, -0.4177, 00.7736,    
 0004.766556, 000398,  0.020, _,    0073, 0184, -036,    0071.48, 0188.59, -036.05,    -0.2668, -0.4111, 00.7725,    
 0004.786560, 000399,  0.020, _,    0070, 0188, -039,    0071.20, 0188.27, -036.47,    -0.2652, -0.4093, 00.7701,    
 0004.806549, 000409,  0.020, _,    0069, 0192, -040,    0070.70, 0189.20, -037.41,    -0.2624, -0.4145, 00.7647,    
 0004.826553, 000394,  0.020, _,    0072, 0187, -038,    0070.91, 0188.75, -037.53,    -0.2635, -0.4120, 00.7640,    
 0004.846558, 000401,  0.020, _,    0067, 0187, -033,    0070.25, 0188.28, -036.72,    -0.2598, -0.4094, 00.7686,    
 0004.866547, 000398,  0.020, _,    0072, 0185, -035,    0070.38, 0187.62, -036.20,    -0.2605, -0.4057, 00.7716,    
 0004.886551, 000395,  0.020, _,    0068, 0188, -036,    0070.12, 0187.61, -036.28,    -0.2591, -0.4056, 00.7711,    
 0004.906555, 000401,  0.020, _,    0070, 0188, -036,    0069.84, 0187.83, -036.12,    -0.2575, -0.4069, 00.7720,    
 0004.926559, 000395,  0.020, _,    0067, 0187, -035,    0069.52, 0187.53, -036.00,    -0.2557, -0.4052, 00.7727,    
 0004.946548, 000395,  0.020, _,    0068, 0184, -036,    0068.86, 0186.80, -035.89,    -0.2520, -0.4011, 00.7733,    
 0004.966553, 000394,  0.020, _,    0069, 0183, -040,    0069.05, 0185.81, -036.84,    -0.2531, -0.3956, 00.7679,    
 0004.986557, 000397,  0.020, _,    0072, 0194, -035,    0069.45, 0187.42, -036.53,    -0.2554, -0.4046, 00.7697,    
 0005.006561, 000402,  0.020, _,    0070, 0186, -039,    0069.75, 0187.47, -036.86,    -0.2570, -0.4049, 00.7678,    
 0005.026566, 000412,  0.021, _,    0069, 0180, -040,    0069.42, 0185.62, -037.69,    -0.2552, -0.3946, 00.7631,    
 0005.046555, 000399,  0.020, _,    0072, 0185, -035,    0070.06, 0185.39, -037.08,    -0.2588, -0.3932, 00.7666,    
 0005.066559, 000394,  0.020, _,    0068, 0184, -034,    0069.64, 0185.11, -036.39,    -0.2564, -0.3917, 00.7705,    
 0005.086548, 000397,  0.020, _,    0075, 0182, -039,    0070.66, 0184.41, -036.88,    -0.2621, -0.3877, 00.7678,    
 0005.106552, 000404,  0.020, _,    0073, 0177, -032,    0071.41, 0182.78, -036.08,    -0.2663, -0.3787, 00.7723,    
 0005.126556, 000397,  0.020, _,    0076, 0185, -042,    0072.23, 0182.94, -036.97,    -0.2710, -0.3795, 00.7672,    
 0005.146561, 000396,  0.020, _,    0081, 0178, -035,    0074.36, 0182.17, -037.06,    -0.2829, -0.3753, 00.7667,    
 0005.166550, 000400,  0.020, _,    0093, 0175, -036,    0078.33, 0180.27, -036.39,    -0.3052, -0.3646, 00.7705,    
 0005.186554, 000397,  0.020, _,    0086, 0172, -034,    0080.66, 0178.53, -036.27,    -0.3183, -0.3549, 00.7712,    
 0005.206558, 000403,  0.020, _,    0088, 0171, -035,    0082.06, 0176.58, -035.59,    -0.3262, -0.3440, 00.7750,    
 0005.226547, 000396,  0.020, _,    0084, 0170, -032,    0083.06, 0175.08, -035.09,    -0.3318, -0.3356, 00.7779,    
 0005.246552, 000395,  0.020, _,    0084, 0172, -036,    0083.12, 0174.03, -034.91,    -0.3322, -0.3298, 00.7789,    
 0005.266556, 000396,  0.020, _,    0084, 0161, -039,    0083.78, 0171.38, -035.98,    -0.3358, -0.3149, 00.7728,    
 0005.286560, 000396,  0.020, _,    0090, 0169, -033,    0084.98, 0170.16, -035.30,    -0.3426, -0.3081, 00.7767,    
 0005.306564, 000407,  0.020, _,    0090, 0171, -035,    0086.61, 0170.55, -035.22,    -0.3517, -0.3103, 00.7772,    
 0005.326553, 000403,  0.020, _,    0084, 0172, -034,    0086.14, 0170.41, -034.94,    -0.3491, -0.3095, 00.7788,    
 0005.346558, 000396,  0.020, _,    0086, 0165, -032,    0086.27, 0169.47, -034.30,    -0.3498, -0.3043, 00.7824,    
 0005.366547, 000396,  0.020, _,    0091, 0170, -036,    0087.33, 0168.97, -034.52,    -0.3558, -0.3015, 00.7812,    
 0005.386551, 000395,  0.020, _,    0090, 0171, -038,    0088.12, 0169.64, -035.30,    -0.3603, -0.3053, 00.7767,    
 0005.406555, 000402,  0.020, _,    0088, 0169, -038,    0088.00, 0169.25, -035.91,    -0.3596, -0.3031, 00.7733,    
 0005.426559, 000400,  0.020, _,    0084, 0172, -036,    0087.22, 0169.89, -036.02,    -0.3552, -0.3067, 00.7726,    
 0005.446548, 000396,  0.020, _,    0089, 0170, -036,    0087.44, 0169.88, -035.98,    -0.3564, -0.3066, 00.7728,    
 0005.466553, 000395,  0.020, _,    0086, 0175, -034,    0087.41, 0170.97, -035.64,    -0.3562, -0.3127, 00.7748,    
 0005.486557, 000402,  0.020, _,    0083, 0174, -028,    0086.31, 0171.78, -034.00,    -0.3501, -0.3172, 00.7841,    
 0005.506561, 000403,  0.020, _,    0081, 0171, -033,    0085.23, 0171.67, -033.52,    -0.3440, -0.3166, 00.7868,    
 0005.526550, 000396,  0.020, _,    0085, 0169, -038,    0084.95, 0171.17, -034.56,    -0.3424, -0.3138, 00.7809,    
 0005.546555, 000397,  0.020, _,    0084, 0172, -036,    0084.88, 0171.25, -034.94,    -0.3420, -0.3142, 00.7788,    
 0005.566559, 000394,  0.020, _,    0084, 0177, -034,    0084.52, 0172.55, -034.75,    -0.3400, -0.3215, 00.7798,    
 0005.586548, 000396,  0.020, _,    0080, 0175, -036,    0083.66, 0173.23, -034.98,    -0.3351, -0.3253, 00.7785,    
 0005.606552, 000400,  0.020, _,    0086, 0179, -039,    0083.80, 0174.45, -035.88,    -0.3359, -0.3321, 00.7734,    
 0005.626556, 000420,  0.021, _,    0084, 0177, -039,    0084.08, 0175.23, -036.58,    -0.3375, -0.3365, 00.7694,    
 0005.646561, 000399,  0.020, _,    0089, 0172, -044,    0084.78, 0174.59, -038.09,    -0.3415, -0.3329, 00.7608,    
 0005.666550, 000397,  0.020, _,    0093, 0177, -039,    0086.81, 0175.05, -038.55,    -0.3529, -0.3355, 00.7583,    
 0005.686554, 000400,  0.020, _,    0084, 0179, -036,    0086.25, 0176.03, -037.94,    -0.3497, -0.3410, 00.7617,    
 0005.706558, 000400,  0.020, _,    0086, 0182, -044,    0086.09, 0177.31, -039.27,    -0.3488, -0.3481, 00.7542,    
 0005.726562, 000395,  0.020, _,    0085, 0180, -040,    0086.00, 0178.11, -039.73,    -0.3483, -0.3526, 00.7515,    
 0005.746552, 000396,  0.020, _,    0088, 0187, -045,    0086.34, 0179.95, -040.75,    -0.3502, -0.3629, 00.7457,    
 0005.766556, 000403,  0.020, _,    0086, 0191, -041,    0086.47, 0182.72, -041.16,    -0.3509, -0.3783, 00.7434,    
 0005.786560, 000424,  0.021, _,    0080, 0195, -051,    0085.03, 0185.47, -042.98,    -0.3429, -0.3937, 00.7330,    
 0005.806564, 000405,  0.020, _,    0086, 0205, -048,    0085.12, 0189.91, -044.70,    -0.3434, -0.4185, 00.7233,    
 0005.826553, 000396,  0.020, _,    0084, 0209, -053,    0085.11, 0194.41, -046.22,    -0.3433, -0.4436, 00.7147,    
 0005.846558, 000395,  0.020, _,    0088, 0213, -062,    0085.53, 0198.80, -050.03,    -0.3457, -0.4681, 00.6930,    
 0005.866547, 000396,  0.020, _,    0091, 0212, -065,    0086.84, 0202.17, -053.39,    -0.3531, -0.4870, 00.6739,    
 0005.886551, 000394,  0.020, _,    0080, 0216, -070,    0085.47, 0205.53, -057.36,    -0.3453, -0.5058, 00.6514,    
 0005.906555, 000402,  0.020, _,    0088, 0215, -062,    0085.62, 0208.22, -058.80,    -0.3462, -0.5208, 00.6432,    
 0005.926559, 000396,  0.020, _,    0082, 0218, -060,    0085.23, 0210.64, -059.28,    -0.3440, -0.5343, 00.6404,    
 0005.946548, 000401,  0.020, _,    0086, 0216, -058,    0084.97, 0212.44, -059.33,    -0.3425, -0.5443, 00.6402,    
 0005.966553, 000399,  0.020, _,    0086, 0216, -063,    0085.52, 0213.50, -060.20,    -0.3456, -0.5503, 00.6352,    
 0005.986557, 000397,  0.020, _,    0085, 0210, -054,    0085.16, 0213.34, -059.38,    -0.3436, -0.5494, 00.6399,    
 0006.006561, 000403,  0.020, _,    0089, 0209, -053,    0086.11, 0212.44, -057.86,    -0.3489, -0.5443, 00.6485,    
 0006.026550, 000396,  0.020, _,    0085, 0210, -054,    0085.97, 0212.22, -057.31,    -0.3481, -0.5431, 00.6516,    
 0006.046555, 000395,  0.020, _,    0091, 0205, -048,    0086.94, 0210.69, -055.28,    -0.3536, -0.5346, 00.6632,    
 0006.066559, 000395,  0.020, _,    0082, 0202, -048,    0086.17, 0208.78, -053.66,    -0.3493, -0.5239, 00.6724,    
 0006.086548, 000395,  0.020, _,    0084, 0198, -056,    0085.36, 0206.33, -053.83,    -0.3447, -0.5102, 00.6714,    
 0006.106552, 000412,  0.021, _,    0085, 0194, -045,    0085.44, 0203.50, -052.11,    -0.3452, -0.4944, 00.6812,    
 0006.126556, 000400,  0.020, _,    0083, 0194, -045,    0084.81, 0201.14, -049.95,    -0.3416, -0.4812, 00.6934,    
 0006.146561, 000397,  0.020, _,    0085, 0199, -050,    0084.89, 0200.36, -049.94,    -0.3421, -0.4769, 00.6935,    
 0006.166550, 000395,  0.020, _,    0088, 0192, -047,    0085.48, 0198.47, -049.09,    -0.3454, -0.4663, 00.6983,    
 0006.186554, 000395,  0.020, _,    0077, 0193, -048,    0083.94, 0196.78, -048.73,    -0.3367, -0.4569, 00.7004,    
 0006.206558, 000403,  0.020, _,    0090, 0192, -040,    0084.67, 0195.66, -046.77,    -0.3409, -0.4506, 00.7116,    
 0006.226562, 000398,  0.020, _,    0090, 0187, -047,    0086.36, 0193.45, -046.38,    -0.3503, -0.4383, 00.7138,    
 0006.246552, 000394,  0.020, _,    0088, 0185, -040,    0086.36, 0191.41, -045.31,    -0.3503, -0.4269, 00.7198,    
 0006.266556, 000401,  0.020, _,    0085, 0180, -045,    0086.39, 0188.62, -044.67,    -0.3505, -0.4113, 00.7235,    
 0006.286560, 000401,  0.020, _,    0090, 0178, -040,    0086.80, 0186.00, -044.00,    -0.3528, -0.3966, 00.7273,    
 0006.306564, 000403,  0.020, _,    0088, 0178, -035,    0087.47, 0184.00, -041.66,    -0.3566, -0.3855, 00.7406,    
 0006.326553, 000397,  0.020, _,    0082, 0175, -034,    0086.17, 0181.84, -040.00,    -0.3493, -0.3734, 00.7500,    
 0006.346558, 000394,  0.020, _,    0083, 0171, -038,    0085.50, 0179.23, -039.17,    -0.3455, -0.3589, 00.7547,    
 0006.366547, 000395,  0.020, _,    0084, 0175, -036,    0085.11, 0177.95, -038.64,    -0.3433, -0.3517, 00.7577,    
 0006.386551, 000394,  0.020, _,    0085, 0171, -033,    0085.17, 0176.31, -037.06,    -0.3437, -0.3425, 00.7667,    
 0006.406555, 000400,  0.020, _,    0085, 0171, -038,    0085.06, 0174.72, -037.14,    -0.3430, -0.3336, 00.7662,    
 0006.426559, 000404,  0.020, _,    0089, 0177, -032,    0085.92, 0174.98, -036.00,    -0.3479, -0.3351, 00.7727,    
 0006.446548, 000399,  0.020, _,    0086, 0172, -034,    0086.06, 0174.22, -035.31,    -0.3487, -0.3308, 00.7766,    
 0006.466553, 000395,  0.020, _,    0088, 0169, -033,    0086.30, 0172.84, -034.80,    -0.3500, -0.3231, 00.7796,    
 0006.486557, 000395,  0.020, _,    0083, 0171, -035,    0085.77, 0172.25, -034.56,    -0.3470, -0.3198, 00.7809,    
 0006.506561, 000408,  0.020, _,    0081, 0167, -040,    0084.52, 0171.06, -035.73,    -0.3400, -0.3132, 00.7742,    
 0006.526550, 000397,  0.020, _,    0090, 0174, -035,    0085.62, 0171.39, -035.61,    -0.3462, -0.3150, 00.7749,    
 0006.546555, 000394,  0.020, _,    0088, 0171, -040,    0086.27, 0171.50, -036.41,    -0.3498, -0.3156, 00.7704,    
 0006.566559, 000394,  0.020, _,    0085, 0176, -035,    0086.00, 0172.12, -036.39,    -0.3483, -0.3191, 00.7705,    
 0006.586548, 000404,  0.020, _,    0086, 0168, -032,    0086.03, 0171.67, -035.25,    -0.3485, -0.3166, 00.7770,    
 0006.606552, 000401,  0.020, _,    0082, 0175, -036,    0085.25, 0171.88, -035.41,    -0.3441, -0.3177, 00.7761,    
 0006.626556, 000396,  0.020, _,    0086, 0175, -034,    0085.25, 0172.98, -035.16,    -0.3441, -0.3239, 00.7775,    
 0006.646561, 000393,  0.020, _,    0083, 0176, -035,    0084.94, 0173.34, -035.05,    -0.3423, -0.3259, 00.7781,    
 0006.666550, 000395,  0.020, _,    0083, 0178, -035,    0084.27, 0174.59, -035.11,    -0.3386, -0.3329, 00.7778,    
 0006.686554, 000402,  0.020, _,    0085, 0176, -038,    0084.50, 0174.81, -035.69,    -0.3399, -0.3341, 00.7745,    
 0006.706558, 000405,  0.020, _,    0085, 0176, -033,    0084.55, 0175.28, -035.30,    -0.3402, -0.3368, 00.7767,    
 0006.726547, 000399,  0.020, _,    0081, 0178, -038,    0083.88, 0175.83, -035.64,    -0.3364, -0.3398, 00.7748,    
 0006.746552, 000405,  0.020, _,    0085, 0180, -038,    0083.94, 0176.92, -036.33,    -0.3367, -0.3459, 00.7709,    
 0006.766556, 000400,  0.020, _,    0082, 0177, -036,    0083.67, 0177.02, -036.14,    -0.3352, -0.3465, 00.7719,    
 0006.786560, 000396,  0.020, _,    0080, 0179, -044,    0082.64, 0177.47, -037.81,    -0.3294, -0.3490, 00.7624,    
 0006.806564, 000400,  0.020, _,    0085, 0183, -038,    0083.14, 0178.73, -038.09,    -0.3323, -0.3561, 00.7608,    
 0006.826553, 000397,  0.020, _,    0083, 0183, -038,    0083.12, 0179.84, -037.98,    -0.3322, -0.3623, 00.7615,    
 0006.846558, 000395,  0.020, _,    0080, 0184, -046,    0082.45, 0180.83, -039.78,    -0.3284, -0.3678, 00.7512,    
 0006.866547, 000393,  0.020, _,    0082, 0184, -044,    0082.25, 0181.62, -040.91,    -0.3272, -0.3722, 00.7449,    
 0006.886566, 000421,  0.021, _,    0086, 0193, -039,    0083.03, 0184.06, -040.59,    -0.3316, -0.3858, 00.7466,    
 0006.906555, 000408,  0.020, _,    0086, 0195, -039,    0083.75, 0186.78, -040.27,    -0.3357, -0.4010, 00.7485,    
 0006.926559, 000397,  0.020, _,    0088, 0194, -042,    0084.62, 0188.47, -040.66,    -0.3406, -0.4104, 00.7463,    
 0006.946548, 000396,  0.020, _,    0084, 0193, -046,    0084.62, 0189.73, -041.91,    -0.3406, -0.4175, 00.7392,    
 0006.966553, 000392,  0.020, _,    0080, 0193, -039,    0083.59, 0190.58, -041.53,    -0.3348, -0.4222, 00.7413,    
 0006.986557, 000398,  0.020, _,    0085, 0187, -045,    0083.83, 0190.12, -042.00,    -0.3361, -0.4197, 00.7386,    
 0007.006561, 000403,  0.020, _,    0085, 0192, -047,    0084.17, 0190.42, -043.44,    -0.3380, -0.4214, 00.7305,    
 0007.026550, 000395,  0.020, _,    0088, 0194, -052,    0084.95, 0191.55, -045.14,    -0.3424, -0.4276, 00.7208,    
 0007.046555, 000418,  0.021, _,    0083, 0185, -042,    0084.75, 0190.27, -044.94,    -0.3413, -0.4205, 00.7219,    
 0007.066559, 000401,  0.020, _,    0083, 0190, -045,    0084.20, 0190.12, -044.58,    -0.3382, -0.4197, 00.7240,    
 0007.086548, 000395,  0.020, _,    0082, 0184, -046,    0083.92, 0189.09, -045.23,    -0.3366, -0.4139, 00.7203,    
 0007.106552, 000405,  0.020, _,    0086, 0182, -044,    0084.19, 0187.34, -044.80,    -0.3381, -0.4042, 00.7227,    
 0007.126556, 000398,  0.020, _,    0086, 0184, -044,    0084.73, 0186.61, -044.83,    -0.3412, -0.4001, 00.7226,    
 0007.146561, 000396,  0.020, _,    0085, 0190, -040,    0084.66, 0187.03, -043.75,    -0.3408, -0.4024, 00.7287,    
 0007.166550, 000394,  0.020, _,    0080, 0184, -034,    0083.80, 0186.58, -041.75,    -0.3359, -0.3999, 00.7401,    
 0007.186554, 000394,  0.020, _,    0084, 0186, -036,    0083.58, 0186.08, -040.23,    -0.3347, -0.3971, 00.7487,    
 0007.206558, 000403,  0.020, _,    0081, 0178, -035,    0083.31, 0184.58, -039.19,    -0.3332, -0.3887, 00.7546,    
 0007.226562, 000399,  0.020, _,    0082, 0182, -036,    0082.73, 0183.50, -038.22,    -0.3300, -0.3827, 00.7601,    
 0007.246552, 000396,  0.020, _,    0081, 0178, -038,    0082.52, 0182.61, -038.12,    -0.3287, -0.3777, 00.7607,    
 0007.266556, 000396,  0.020, _,    0077, 0179, -034,    0081.14, 0181.25, -037.08,    -0.3210, -0.3701, 00.7666,    
 0007.286560, 000392,  0.020, _,    0091, 0175, -044,    0083.08, 0180.16, -038.28,    -0.3319, -0.3640, 00.7598,    
 0007.306564, 000401,  0.020, _,    0084, 0175, -034,    0083.69, 0178.59, -037.70,    -0.3353, -0.3553, 00.7631,    
 0007.326553, 000397,  0.020, _,    0084, 0175, -036,    0083.44, 0177.94, -036.77,    -0.3339, -0.3516, 00.7684,    
 0007.346558, 000393,  0.020, _,    0086, 0177, -036,    0084.19, 0177.42, -036.83,    -0.3381, -0.3487, 00.7680,    
 0007.366562, 000398,  0.020, _,    0083, 0171, -038,    0083.83, 0176.19, -036.72,    -0.3361, -0.3418, 00.7686,    
 0007.386551, 000399,  0.020, _,    0088, 0176, -040,    0084.72, 0175.59, -037.62,    -0.3411, -0.3385, 00.7635,    
 0007.406555, 000401,  0.020, _,    0084, 0182, -036,    0084.73, 0177.09, -037.23,    -0.3412, -0.3469, 00.7657,    
 0007.426559, 000395,  0.020, _,    0084, 0177, -041,    0084.47, 0176.98, -038.03,    -0.3397, -0.3463, 00.7612,    
 0007.446548, 000398,  0.020, _,    0093, 0184, -039,    0086.33, 0178.36, -038.41,    -0.3502, -0.3540, 00.7591,    
 0007.466553, 000393,  0.020, _,    0084, 0193, -041,    0086.22, 0181.58, -038.91,    -0.3495, -0.3719, 00.7562,    
 0007.486557, 000395,  0.020, _,    0084, 0190, -047,    0085.48, 0183.67, -040.69,    -0.3454, -0.3836, 00.7461,    
 0007.506561, 000402,  0.020, _,    0088, 0197, -047,    0086.25, 0186.52, -042.23,    -0.3497, -0.3995, 00.7373,    
 0007.526550, 000402,  0.020, _,    0086, 0198, -048,    0086.14, 0189.44, -043.52,    -0.3491, -0.4159, 00.7300,    
 0007.546555, 000399,  0.020, _,    0082, 0209, -056,    0085.33, 0193.67, -046.30,    -0.3445, -0.4395, 00.7142,    
 0007.566559, 000396,  0.020, _,    0084, 0205, -051,    0084.91, 0196.94, -047.77,    -0.3422, -0.4578, 00.7059,    
 0007.586548, 000397,  0.020, _,    0078, 0208, -054,    0083.56, 0199.31, -049.05,    -0.3346, -0.4710, 00.6986,    
 0007.606552, 000403,  0.020, _,    0086, 0207, -056,    0083.75, 0201.73, -050.95,    -0.3357, -0.4845, 00.6878,    
 0007.626556, 000398,  0.020, _,    0081, 0210, -052,    0083.52, 0203.66, -051.30,    -0.3344, -0.4953, 00.6858,    
 0007.646561, 000394,  0.020, _,    0082, 0207, -046,    0082.75, 0205.05, -050.47,    -0.3301, -0.5031, 00.6905,    
 0007.666550, 000395,  0.020, _,    0083, 0194, -045,    0083.06, 0202.91, -049.25,    -0.3318, -0.4911, 00.6974,    
 0007.686554, 000397,  0.020, _,    0082, 0195, -048,    0082.55, 0201.30, -049.09,    -0.3289, -0.4821, 00.6983,    
 0007.706558, 000404,  0.020, _,    0086, 0193, -051,    0083.33, 0199.64, -049.56,    -0.3333, -0.4729, 00.6957,    
 0007.726547, 000399,  0.020, _,    0083, 0185, -050,    0083.28, 0196.55, -049.78,    -0.3330, -0.4556, 00.6944,    
 0007.746552, 000395,  0.020, _,    0083, 0197, -047,    0083.12, 0196.23, -049.16,    -0.3322, -0.4538, 00.6980,    
 0007.766556, 000400,  0.020, _,    0082, 0200, -046,    0082.89, 0197.27, -048.48,    -0.3308, -0.4596, 00.7018,    
 0007.786560, 000397,  0.020, _,    0089, 0202, -051,    0084.09, 0198.00, -048.84,    -0.3376, -0.4637, 00.6998,    
 0007.806564, 000401,  0.020, _,    0081, 0201, -054,    0083.75, 0198.77, -049.98,    -0.3357, -0.4680, 00.6933,    
 0007.826553, 000394,  0.020, _,    0083, 0203, -052,    0083.30, 0199.39, -050.41,    -0.3331, -0.4715, 00.6909,    
 0007.846558, 000399,  0.020, _,    0084, 0205, -048,    0083.69, 0200.66, -049.88,    -0.3353, -0.4785, 00.6939,    
 0007.866547, 000395,  0.020, _,    0084, 0207, -051,    0083.59, 0201.89, -050.00,    -0.3348, -0.4854, 00.6932,    
 0007.886551, 000394,  0.020, _,    0086, 0198, -048,    0084.28, 0201.25, -049.78,    -0.3387, -0.4818, 00.6944,    
 0007.906555, 000403,  0.020, _,    0090, 0197, -047,    0085.39, 0200.14, -049.08,    -0.3449, -0.4756, 00.6984,    
 0007.926559, 000396,  0.020, _,    0084, 0198, -044,    0085.41, 0199.94, -048.08,    -0.3450, -0.4745, 00.7041,    
 0007.946548, 000392,  0.020, _,    0081, 0187, -045,    0084.27, 0197.23, -047.20,    -0.3386, -0.4594, 00.7091,    
 0007.966553, 000394,  0.020, _,    0086, 0188, -046,    0084.67, 0195.11, -047.02,    -0.3409, -0.4475, 00.7101,    
 0007.986557, 000397,  0.020, _,    0088, 0192, -052,    0085.39, 0194.39, -047.92,    -0.3449, -0.4435, 00.7050,    
 0008.006561, 000408,  0.020, _,    0081, 0199, -045,    0084.64, 0195.19, -047.59,    -0.3407, -0.4480, 00.7069,    
 0008.026550, 000396,  0.020, _,    0088, 0192, -038,    0085.03, 0194.70, -045.27,    -0.3429, -0.4453, 00.7201,    
 0008.046555, 000396,  0.020, _,    0083, 0187, -045,    0084.98, 0192.70, -045.02,    -0.3426, -0.4341, 00.7215,    
