timeG, dur, perc, X, rGx1, rGy1, rGz1, 
 0001.748047, 000976,  0.976, _,    -00037, 000080, -00035,    
 0001.750000, 000980,  0.980, _,    -00039, 000082, -00029,    
 0001.750000, 000977,  0.977, _,    -00039, 000084, -00023,    
 0001.751953, 000976,  0.976, _,    -00036, 000082, -00022,    
 0001.751953, 000977,  0.977, _,    -00034, 000079, -00030,    
 0001.753906, 000976,  0.976, _,    -00034, 000078, -00040,    
 0001.753906, 000975,  0.975, _,    -00035, 000077, -00040,    
 0001.755859, 000975,  0.975, _,    -00036, 000074, -00039,    
 0001.757812, 000976,  0.976, _,    -00037, 000071, -00034,    
 0001.757812, 000976,  0.976, _,    -00041, 000073, -00029,    
 0001.759766, 000976,  0.976, _,    -00043, 000073, -00027,    
 0001.759766, 000976,  0.976, _,    -00045, 000072, -00031,    
 0001.761719, 000977,  0.977, _,    -00042, 000072, -00035,    
 0001.761719, 000976,  0.976, _,    -00032, 000076, -00037,    
 0001.763672, 000977,  0.977, _,    -00027, 000077, -00034,    
 0001.763672, 000976,  0.976, _,    -00029, 000077, -00030,    
 0001.765625, 000976,  0.976, _,    -00034, 000078, -00032,    
 0001.765625, 000977,  0.977, _,    -00034, 000078, -00037,    
 0001.767578, 000976,  0.976, _,    -00032, 000079, -00038,    
 0001.767578, 000976,  0.976, _,    -00037, 000079, -00038,    
 0001.769531, 000976,  0.976, _,    -00041, 000075, -00034,    
 0001.769531, 000978,  0.978, _,    -00041, 000071, -00031,    
 0001.771484, 000978,  0.978, _,    -00035, 000072, -00030,    
 0001.771484, 000977,  0.977, _,    -00031, 000073, -00031,    
 0001.773438, 000978,  0.978, _,    -00035, 000075, -00030,    
 0001.773438, 000977,  0.977, _,    -00041, 000078, -00029,    
 0001.775391, 000976,  0.976, _,    -00044, 000078, -00028,    
 0001.775391, 000989,  0.989, _,    -00042, 000073, -00031,    
 0001.777344, 000981,  0.981, _,    -00039, 000070, -00038,    
 0001.777344, 000977,  0.977, _,    -00042, 000073, -00038,    
 0001.779297, 000977,  0.977, _,    -00047, 000081, -00033,    
 0001.779297, 000980,  0.980, _,    -00049, 000086, -00031,    
 0001.781250, 000979,  0.979, _,    -00045, 000084, -00034,    
 0001.781250, 000978,  0.978, _,    -00039, 000078, -00036,    
 0001.783203, 000977,  0.977, _,    -00032, 000078, -00035,    
 0001.783203, 000976,  0.976, _,    -00027, 000081, -00031,    
 0001.785156, 000976,  0.976, _,    -00029, 000078, -00027,    
 0001.785156, 000976,  0.976, _,    -00029, 000073, -00029,    
 0001.787109, 000977,  0.977, _,    -00029, 000073, -00030,    
 0001.787109, 000976,  0.976, _,    -00034, 000071, -00033,    
 0001.789062, 000977,  0.977, _,    -00034, 000071, -00036,    
 0001.789062, 000979,  0.979, _,    -00036, 000069, -00037,    
 0001.791016, 000976,  0.976, _,    -00038, 000071, -00037,    
 0001.791016, 000976,  0.976, _,    -00039, 000073, -00033,    
 0001.792969, 000977,  0.977, _,    -00037, 000076, -00027,    
 0001.792969, 000977,  0.977, _,    -00038, 000079, -00025,    
 0001.794922, 000975,  0.975, _,    -00040, 000080, -00028,    
 0001.794922, 000976,  0.976, _,    -00040, 000080, -00035,    
 0001.796875, 000976,  0.976, _,    -00040, 000080, -00039,    
 0001.798828, 000975,  0.975, _,    -00038, 000078, -00039,    
 0001.798828, 000976,  0.976, _,    -00030, 000074, -00031,    
 0001.800781, 000980,  0.980, _,    -00026, 000075, -00024,    
 0001.800781, 000977,  0.977, _,    -00027, 000080, -00026,    
 0001.802734, 000976,  0.976, _,    -00034, 000082, -00030,    
 0001.802734, 000976,  0.976, _,    -00041, 000082, -00028,    
 0001.804688, 000976,  0.976, _,    -00042, 000077, -00026,    
 0001.804688, 000975,  0.975, _,    -00042, 000075, -00027,    
 0001.806641, 000976,  0.976, _,    -00042, 000075, -00028,    
 0001.806641, 000976,  0.976, _,    -00043, 000076, -00027,    
 0001.808594, 000975,  0.975, _,    -00044, 000073, -00026,    
 0001.808594, 000976,  0.976, _,    -00045, 000075, -00025,    
 0001.810547, 000979,  0.979, _,    -00043, 000073, -00026,    
 0001.810547, 000977,  0.977, _,    -00034, 000073, -00027,    
 0001.812500, 000975,  0.975, _,    -00031, 000074, -00031,    
 0001.812500, 000976,  0.976, _,    -00030, 000072, -00031,    
 0001.814453, 000977,  0.977, _,    -00031, 000069, -00027,    
 0001.814453, 000975,  0.975, _,    -00030, 000069, -00026,    
 0001.816406, 000975,  0.975, _,    -00034, 000076, -00030,    
 0001.816406, 000975,  0.975, _,    -00037, 000081, -00032,    
 0001.818359, 000976,  0.976, _,    -00037, 000080, -00030,    
 0001.818359, 000976,  0.976, _,    -00037, 000076, -00026,    
 0001.820312, 000978,  0.978, _,    -00034, 000074, -00025,    
 0001.820312, 000976,  0.976, _,    -00031, 000074, -00028,    
 0001.822266, 000976,  0.976, _,    -00031, 000080, -00029,    
 0001.822266, 000977,  0.977, _,    -00033, 000081, -00030,    
 0001.824219, 000977,  0.977, _,    -00035, 000080, -00029,    
 0001.824219, 000976,  0.976, _,    -00034, 000082, -00026,    
 0001.826172, 000978,  0.978, _,    -00036, 000085, -00024,    
 0001.826172, 000976,  0.976, _,    -00038, 000082, -00026,    
 0001.828125, 000976,  0.976, _,    -00037, 000074, -00031,    
 0001.828125, 000976,  0.976, _,    -00032, 000074, -00034,    
 0001.830078, 000980,  0.980, _,    -00032, 000078, -00033,    
 0001.830078, 000977,  0.977, _,    -00033, 000082, -00036,    
 0001.832031, 000976,  0.976, _,    -00033, 000079, -00037,    
 0001.832031, 000976,  0.976, _,    -00033, 000075, -00035,    
 0001.833984, 000977,  0.977, _,    -00032, 000074, -00033,    
 0001.833984, 000976,  0.976, _,    -00032, 000075, -00031,    
 0001.835938, 000975,  0.975, _,    -00033, 000074, -00028,    
 0001.835938, 000975,  0.975, _,    -00034, 000072, -00026,    
 0001.837891, 000978,  0.978, _,    -00038, 000073, -00027,    
 0001.837891, 000975,  0.975, _,    -00040, 000074, -00033,    
 0001.839844, 000989,  0.989, _,    -00041, 000073, -00035,    
 0001.841797, 000980,  0.980, _,    -00040, 000070, -00031,    
 0001.841797, 000978,  0.978, _,    -00041, 000070, -00028,    
 0001.843750, 000977,  0.977, _,    -00041, 000074, -00031,    
 0001.843750, 000977,  0.977, _,    -00037, 000078, -00037,    
 0001.845703, 000976,  0.976, _,    -00034, 000080, -00035,    
 0001.845703, 000976,  0.976, _,    -00035, 000081, -00031,    
 0001.847656, 000975,  0.975, _,    -00039, 000081, -00034,    
 0001.847656, 000976,  0.976, _,    -00040, 000077, -00036,    
 0001.849609, 000975,  0.975, _,    -00038, 000080, -00032,    
 0001.849609, 000980,  0.980, _,    -00035, 000085, -00034,    
 0001.851562, 000980,  0.980, _,    -00036, 000082, -00035,    
 0001.851562, 000977,  0.977, _,    -00037, 000075, -00032,    
 0001.853516, 000976,  0.976, _,    -00040, 000073, -00028,    
 0001.853516, 000976,  0.976, _,    -00042, 000071, -00030,    
 0001.855469, 000976,  0.976, _,    -00043, 000075, -00032,    
 0001.855469, 000975,  0.975, _,    -00040, 000079, -00033,    
 0001.857422, 000976,  0.976, _,    -00040, 000076, -00033,    
 0001.857422, 000976,  0.976, _,    -00040, 000071, -00031,    
 0001.859375, 000976,  0.976, _,    -00039, 000069, -00032,    
 0001.859375, 000979,  0.979, _,    -00034, 000074, -00034,    
 0001.861328, 000977,  0.977, _,    -00034, 000080, -00033,    
 0001.861328, 000975,  0.975, _,    -00035, 000080, -00029,    
 0001.863281, 000978,  0.978, _,    -00033, 000076, -00028,    
 0001.863281, 000976,  0.976, _,    -00034, 000074, -00030,    
 0001.865234, 000976,  0.976, _,    -00037, 000076, -00029,    
 0001.865234, 000976,  0.976, _,    -00035, 000078, -00024,    
 0001.867188, 000976,  0.976, _,    -00036, 000077, -00028,    
 0001.867188, 000976,  0.976, _,    -00041, 000076, -00033,    
 0001.869141, 000977,  0.977, _,    -00043, 000072, -00032,    
 0001.869141, 000980,  0.980, _,    -00042, 000070, -00033,    
 0001.871094, 000977,  0.977, _,    -00036, 000069, -00034,    
 0001.871094, 000977,  0.977, _,    -00032, 000066, -00032,    
 0001.873047, 000975,  0.975, _,    -00035, 000066, -00032,    
 0001.873047, 000976,  0.976, _,    -00039, 000073, -00033,    
 0001.875000, 000976,  0.976, _,    -00041, 000083, -00030,    
 0001.875000, 000976,  0.976, _,    -00039, 000084, -00030,    
 0001.876953, 000977,  0.977, _,    -00034, 000079, -00032,    
 0001.876953, 000976,  0.976, _,    -00034, 000075, -00031,    
 0001.878906, 000976,  0.976, _,    -00036, 000077, -00032,    
 0001.878906, 000979,  0.979, _,    -00035, 000074, -00033,    
 0001.880859, 000977,  0.977, _,    -00029, 000071, -00034,    
 0001.882812, 000978,  0.978, _,    -00033, 000068, -00035,    
 0001.882812, 000976,  0.976, _,    -00039, 000071, -00034,    
 0001.884766, 000977,  0.977, _,    -00040, 000077, -00031,    
 0001.884766, 000977,  0.977, _,    -00040, 000079, -00032,    
 0001.886719, 000977,  0.977, _,    -00036, 000076, -00035,    
 0001.886719, 000976,  0.976, _,    -00032, 000074, -00033,    
 0001.888672, 000976,  0.976, _,    -00027, 000079, -00029,    
 0001.888672, 000976,  0.976, _,    -00026, 000080, -00024,    
 0001.890625, 000979,  0.979, _,    -00027, 000077, -00026,    
 0001.890625, 000976,  0.976, _,    -00030, 000072, -00028,    
 0001.892578, 000976,  0.976, _,    -00034, 000074, -00030,    
 0001.892578, 000976,  0.976, _,    -00040, 000079, -00036,    
 0001.894531, 000977,  0.977, _,    -00042, 000082, -00039,    
 0001.894531, 000976,  0.976, _,    -00040, 000080, -00034,    
 0001.896484, 000977,  0.977, _,    -00038, 000078, -00030,    
 0001.896484, 000977,  0.977, _,    -00034, 000079, -00028,    
 0001.898438, 000976,  0.976, _,    -00031, 000077, -00031,    
 0001.898438, 000976,  0.976, _,    -00033, 000070, -00034,    
 0001.900391, 000979,  0.979, _,    -00033, 000068, -00036,    
 0001.900391, 000977,  0.977, _,    -00031, 000070, -00036,    
 0001.902344, 000975,  0.975, _,    -00031, 000076, -00027,    
 0001.902344, 000976,  0.976, _,    -00033, 000078, -00022,    
 0001.904297, 000988,  0.988, _,    -00034, 000077, -00024,    
 0001.904297, 000980,  0.980, _,    -00036, 000075, -00028,    
 0001.906250, 000977,  0.977, _,    -00036, 000072, -00029,    
 0001.906250, 000976,  0.976, _,    -00035, 000073, -00030,    
 0001.908203, 000976,  0.976, _,    -00034, 000074, -00035,    
 0001.908203, 000977,  0.977, _,    -00034, 000074, -00036,    
 0001.910156, 000981,  0.981, _,    -00035, 000075, -00031,    
 0001.910156, 000975,  0.975, _,    -00037, 000074, -00028,    
 0001.912109, 000975,  0.975, _,    -00039, 000076, -00028,    
 0001.912109, 000975,  0.975, _,    -00039, 000078, -00031,    
 0001.914062, 000976,  0.976, _,    -00038, 000081, -00034,    
 0001.914062, 000975,  0.975, _,    -00035, 000080, -00031,    
 0001.916016, 000976,  0.976, _,    -00034, 000079, -00028,    
 0001.916016, 000976,  0.976, _,    -00035, 000077, -00031,    
 0001.917969, 000976,  0.976, _,    -00039, 000080, -00033,    
 0001.917969, 000976,  0.976, _,    -00041, 000080, -00032,    
 0001.919922, 000978,  0.978, _,    -00039, 000081, -00029,    
 0001.919922, 000978,  0.978, _,    -00035, 000080, -00028,    
 0001.921875, 000977,  0.977, _,    -00033, 000075, -00025,    
 0001.923828, 000977,  0.977, _,    -00030, 000072, -00022,    
 0001.923828, 000976,  0.976, _,    -00030, 000070, -00027,    
 0001.925781, 000976,  0.976, _,    -00032, 000073, -00031,    
 0001.925781, 000976,  0.976, _,    -00033, 000079, -00033,    
 0001.927734, 000976,  0.976, _,    -00037, 000080, -00034,    
 0001.927734, 000976,  0.976, _,    -00040, 000079, -00034,    
 0001.929688, 000976,  0.976, _,    -00038, 000079, -00032,    
 0001.929688, 000979,  0.979, _,    -00032, 000076, -00032,    
 0001.931641, 000977,  0.977, _,    -00031, 000073, -00031,    
 0001.931641, 000976,  0.976, _,    -00034, 000073, -00030,    
 0001.933594, 000976,  0.976, _,    -00035, 000071, -00029,    
 0001.933594, 000975,  0.975, _,    -00035, 000071, -00029,    
 0001.935547, 000976,  0.976, _,    -00035, 000073, -00031,    
 0001.935547, 000976,  0.976, _,    -00032, 000076, -00033,    
 0001.937500, 000975,  0.975, _,    -00032, 000080, -00034,    
 0001.937500, 000976,  0.976, _,    -00035, 000076, -00032,    
 0001.939453, 000978,  0.978, _,    -00036, 000070, -00031,    
 0001.939453, 000978,  0.978, _,    -00037, 000071, -00034,    
 0001.941406, 000978,  0.978, _,    -00039, 000077, -00031,    
 0001.941406, 000975,  0.975, _,    -00034, 000079, -00027,    
 0001.943359, 000977,  0.977, _,    -00030, 000080, -00027,    
 0001.943359, 000976,  0.976, _,    -00032, 000080, -00030,    
 0001.945312, 000976,  0.976, _,    -00035, 000077, -00030,    
 0001.945312, 000975,  0.975, _,    -00034, 000075, -00028,    
 0001.947266, 000976,  0.976, _,    -00031, 000074, -00031,    
 0001.947266, 000975,  0.975, _,    -00027, 000073, -00029,    
 0001.949219, 000976,  0.976, _,    -00028, 000072, -00026,    
 0001.949219, 000979,  0.979, _,    -00033, 000072, -00027,    
 0001.951172, 000978,  0.978, _,    -00035, 000074, -00030,    
 0001.951172, 000977,  0.977, _,    -00035, 000075, -00032,    
 0001.953125, 000976,  0.976, _,    -00034, 000077, -00033,    
 0001.953125, 000976,  0.976, _,    -00036, 000080, -00039,    
 0001.955078, 000975,  0.975, _,    -00037, 000077, -00041,    
 0001.955078, 000975,  0.975, _,    -00033, 000074, -00032,    
 0001.957031, 000977,  0.977, _,    -00033, 000076, -00029,    
 0001.957031, 000976,  0.976, _,    -00037, 000078, -00032,    
 0001.958984, 000976,  0.976, _,    -00035, 000079, -00031,    
 0001.958984, 000976,  0.976, _,    -00034, 000080, -00029,    
 0001.960938, 000977,  0.977, _,    -00034, 000079, -00029,    
 0001.960938, 000976,  0.976, _,    -00039, 000080, -00031,    
 0001.962891, 000976,  0.976, _,    -00039, 000078, -00036,    
 0001.962891, 000977,  0.977, _,    -00042, 000076, -00038,    
 0001.964844, 000976,  0.976, _,    -00037, 000078, -00034,    
 0001.966797, 000976,  0.976, _,    -00034, 000079, -00032,    
 0001.966797, 000975,  0.975, _,    -00037, 000076, -00036,    
 0001.968750, 000987,  0.987, _,    -00038, 000077, -00035,    
 0001.968750, 000979,  0.979, _,    -00038, 000081, -00029,    
 0001.970703, 000981,  0.981, _,    -00038, 000084, -00028,    
 0001.970703, 000979,  0.979, _,    -00039, 000080, -00033,    
 0001.972656, 000977,  0.977, _,    -00039, 000077, -00036,    
 0001.972656, 000977,  0.977, _,    -00037, 000072, -00036,    
 0001.974609, 000977,  0.977, _,    -00032, 000068, -00036,    
 0001.974609, 000976,  0.976, _,    -00031, 000069, -00037,    
 0001.976562, 000978,  0.978, _,    -00035, 000074, -00035,    
 0001.976562, 000977,  0.977, _,    -00030, 000076, -00034,    
 0001.978516, 000976,  0.976, _,    -00024, 000076, -00034,    
 0001.978516, 000976,  0.976, _,    -00026, 000077, -00031,    
 0001.980469, 000979,  0.979, _,    -00035, 000079, -00032,    
 0001.980469, 000977,  0.977, _,    -00036, 000077, -00033,    
 0001.982422, 000976,  0.976, _,    -00029, 000073, -00032,    
 0001.982422, 000976,  0.976, _,    -00027, 000074, -00032,    
 0001.984375, 000976,  0.976, _,    -00035, 000081, -00032,    
 0001.984375, 000975,  0.975, _,    -00042, 000085, -00033,    
 0001.986328, 000975,  0.975, _,    -00040, 000081, -00036,    
 0001.986328, 000976,  0.976, _,    -00038, 000075, -00034,    
 0001.988281, 000975,  0.975, _,    -00036, 000072, -00030,    
 0001.988281, 000977,  0.977, _,    -00031, 000072, -00030,    
 0001.990234, 000979,  0.979, _,    -00028, 000073, -00034,    
 0001.990234, 000977,  0.977, _,    -00029, 000077, -00037,    
 0001.992188, 000976,  0.976, _,    -00032, 000078, -00036,    
 0001.992188, 000976,  0.976, _,    -00031, 000078, -00037,    
 0001.994141, 000975,  0.975, _,    -00031, 000077, -00037,    
 0001.994141, 000976,  0.976, _,    -00032, 000075, -00034,    
 0001.996094, 000976,  0.976, _,    -00034, 000074, -00032,    
 0001.996094, 000976,  0.976, _,    -00036, 000075, -00031,    
 0001.998047, 000976,  0.976, _,    -00037, 000078, -00035,    
 0001.998047, 000976,  0.976, _,    -00037, 000079, -00035,    
 0002.000000, 000984,  0.984, _,    -00037, 000078, -00032,    
 0002.000000, 000980,  0.980, _,    -00034, 000077, -00029,    
 0002.001953, 000978,  0.978, _,    -00033, 000076, -00029,    
 0002.001953, 000977,  0.977, _,    -00034, 000075, -00032,    
 0002.003906, 000977,  0.977, _,    -00034, 000072, -00031,    
 0002.003906, 000976,  0.976, _,    -00036, 000075, -00026,    
 0002.005859, 000976,  0.976, _,    -00041, 000082, -00027,    
 0002.007812, 000975,  0.975, _,    -00042, 000085, -00030,    
 0002.007812, 000976,  0.976, _,    -00042, 000087, -00032,    
 0002.009766, 000975,  0.975, _,    -00038, 000087, -00033,    
 0002.009766, 000978,  0.978, _,    -00036, 000078, -00034,    
 0002.011719, 000977,  0.977, _,    -00036, 000073, -00038,    
 0002.011719, 000976,  0.976, _,    -00036, 000070, -00040,    
 0002.013672, 000976,  0.976, _,    -00035, 000073, -00037,    
 0002.013672, 000976,  0.976, _,    -00035, 000073, -00033,    
 0002.015625, 000976,  0.976, _,    -00033, 000073, -00029,    
 0002.015625, 000976,  0.976, _,    -00027, 000080, -00029,    
 0002.017578, 000976,  0.976, _,    -00021, 000078, -00030,    
 0002.017578, 000976,  0.976, _,    -00020, 000072, -00032,    
 0002.019531, 000977,  0.977, _,    -00027, 000071, -00034,    
 0002.019531, 000978,  0.978, _,    -00037, 000072, -00038,    
 0002.021484, 000977,  0.977, _,    -00038, 000071, -00038,    
 0002.021484, 000977,  0.977, _,    -00034, 000069, -00036,    
 0002.023438, 000977,  0.977, _,    -00031, 000072, -00033,    
 0002.023438, 000977,  0.977, _,    -00033, 000074, -00031,    
 0002.025391, 000976,  0.976, _,    -00036, 000076, -00033,    
 0002.025391, 000976,  0.976, _,    -00034, 000075, -00038,    
 0002.027344, 000976,  0.976, _,    -00030, 000077, -00042,    
 0002.027344, 000975,  0.975, _,    -00029, 000081, -00043,    
 0002.029297, 000975,  0.975, _,    -00031, 000091, -00043,    
 0002.029297, 000977,  0.977, _,    -00034, 000095, -00041,    
